Application_Domain,Application_Name,Project_Id,BRD_Req_ID,Req_Description,TC_ID,Test_case_summary,Test_case_description,TC_ID_Step,Test_Steps,Expected_results,Fun_ID,Impact_Fucntionality,Impacted_Component,Component_ID,DataSourceId,Impact_Table,Impact_Column,Precondition_Fucntionality,Precondition_Table,Precondition_Column,Keywords,Test_Data,TD_ID
Member,Omni,p12345,BRD_01/OHRM_1.12,"Personal details- modification with valid values- ""First Name""",BRD_01/OHRM_1.12_TC3,"Personal details- modification with valid values- ""First Name""",validate if the user is able to edit the fields other than the following and save changes,BRD_01/OHRM_1.12_TC3_1,"Check if the following fields are disabled for entry in Personal Details:
? Employee ID 
? SSN No 
? SIN No 
? Driver License No 
? Date of Birth ",Fileds which enabled for the user to enter details and These fields are grayed out and cannot be modified ,BRD_01/OHRM_1.12_F1,Personal Information ,component-8,1009,1015,Member ,"Member_ID,? Employee ID 
? SSN No 
? SIN No 
? Driver License No 
? Date of Birth ","A valid ESS-User account to login to be available, Orange HRM 3.0 site is launched on a compatible browser",,,,"Username,Password,Member_ID",1024
Member,Omni,p12345,BRD_01/OHRM_1.12,"Personal details- modification with valid values- ""First Name""",BRD_01/OHRM_1.12_TC3,"Personal details- modification with valid values- ""First Name""",validate if the user is able to edit the fields other than the following and save changes,BRD_01/OHRM_1.12_TC3_2,"Check the fields on the ""Personal information Page""",The users information is displayed,BRD_01/OHRM_1.12_F1,Personal Information ,component-5,1005,1015,Member ,"Member_ID,? Employee ID 
? SSN No 
? SIN No 
? Driver License No 
? Date of Birth ",Orange HRM 3.0 site is launched on a compatible browser and a ESS User account holder is logged in to the site,,,,"Username,Password,Member_ID",1024
Member,Omni,p12345,BRD_01/OHRM_1.12,"Personal details- modification with valid values- ""First Name""",BRD_01/OHRM_1.12_TC3,"Personal details- modification with valid values- ""First Name""",validate if the user is able to edit the fields other than the following and save changes,BRD_01/OHRM_1.12_TC3_3,"Change the field, ""First Name"" with enter a valid new name in this field",The users information is displayed,BRD_01/OHRM_1.12_F1,Personal Information ,component-10,1002,1015,Member ,"Member_ID,? Employee ID 
? SSN No 
? SIN No 
? Driver License No 
? Date of Birth ",Orange HRM 3.0 site is launched on a compatible browser and a ESS User account holder is logged in to the site,,,,None,
Member,Omni,p12345,BRD_01/OHRM_1.12,"Personal details- modification with valid values- ""First Name""",BRD_01/OHRM_1.12_TC3,"Personal details- modification with valid values- ""First Name""",validate if the user is able to edit the fields other than the following and save changes,BRD_01/OHRM_1.12_TC3_4," Click on ""Save""",The first name field needs to now show the new value entered,BRD_01/OHRM_1.12_F1,Personal Information ,component-4,1001,1015,Member ,"Member_ID,? Employee ID 
? SSN No 
? SIN No 
? Driver License No 
? Date of Birth ",Orange HRM 3.0 site is launched on a compatible browser and a ESS User account holder is logged in to the site,,,,"Member_ID,? Employee ID 
? SSN No 
? SIN No 
? Driver License No 
? Date of Birth ",1025
Member,Omni,p12345,BRD-54/BC_BS_1.1,Allow the User to shop for health insurance and receive a free quote:,BRD-54/BC_BS_1.1_TC1,Customer wants to shop on the website for BCBS health insurance and receive a quote ,Customer wants to shop on the website for BCBS health insurance and receive a quote ,BRD-54/BC_BS_1.1_TC1_13, User can determine which month they want their coverage to start on up to three months in the future from a dropdown menu. Each coverage start date is from the first of the month. ,Validate Date,BRD-54/BC_BS_1.1_F7,Insurance start date ,component-9,1003,1050,Member ,Effective date,coverage to start on up to three months in the future or Each coverage start date is from the first of the month. ,Member ,Effective date,"Member ,Effective Date",Effective date < 3months current year or start date of the month,1050
Member,Omni,p12345,BRD-54/BC_BS_1.2,Allow the ability for current members to access their account,BRD-54/BC_BS_1.2_TC1,Allow the ability for current Members to access their account/s. ,Allow the ability for current Members to access their account/s. ,BRD-54/BC_BS_1.2_TC1_2,User then enters in the first three letters of the Identification Number on their member ID card. ,Validate  first 3 letters of Member_ID,BRD-54/BC_BS_1.2_F2,Validate First 3 letters of Member_ID,component-9,1003,1054,Member ,Member_ID,User must be a Member. ,Member ,Member_ID,"Member_ID,exists","Member_ID='M96487722', Exist='Yes'",1053
Member,Omni,p12345,BRD-54/BC_BS_1.2,Allow the ability for current members to access their account,BRD-54/BC_BS_1.2_TC1,Allow the ability for current Members to access their account/s. ,Allow the ability for current Members to access their account/s. ,BRD-54/BC_BS_1.2_TC1_3,User clicks the enter button,Validate  first 3 letters of Member_ID,BRD-54/BC_BS_1.2_F2,Validate First 3 letters of Member_ID,component-4,1001,1054,Member ,Member_ID,User must be a Member. ,Member ,Member_ID,"Member_ID,exists","Member_ID='M96487722', Exist='Yes'",1053
Member,Omni,p12345,BRD-54/BC_BS_1.2,Allow the ability for current members to access their account,BRD-54/BC_BS_1.2_TC1,Allow the ability for current Members to access their account/s. ,Allow the ability for current Members to access their account/s. ,BRD-54/BC_BS_1.2_TC1_4,User enters Username and Password. ,Validate Username and Password,BRD-54/BC_BS_1.2_F3,Validate Username and Password,component-6,1006,1055,Member ,"Username,Password,Member_ID","Username,Password,Member_ID",Member ,"Username,Password,Member_ID,exists","Username,Password,Member_ID","Username=""A1234"",Password=""A3&456*f"",Member_ID='M96487722', Exist='Yes'",1054
Member,Omni,p12345,BRD-54/BC_BS_1.2,Allow the ability for current members to access their account,BRD-54/BC_BS_1.2_TC1,Allow the ability for current Members to access their account/s. ,Allow the ability for current Members to access their account/s. ,BRD-54/BC_BS_1.2_TC1_5,User clicks the Log In button. ,Validate Username and Password,BRD-54/BC_BS_1.2_F3,Validate Username and Password,component-9,1003,1055,Member ,"Username,Password,Member_ID","Username,Password,Member_ID",Member ,"Username,Password,Member_ID,exists","Username,Password,Member_ID","Username=""A1234"",Password=""A3&456*f"",Member_ID='M96487722', Exist='Yes'",1054
Member,Omni,p12345,BRD-54/BC_BS_1.2,Allow the ability for current members to access their account,BRD-54/BC_BS_1.2_TC2,Allow the ability for current Members to access their account/s. ,Allow the ability for current Members to access their account/s. ,BRD-54/BC_BS_1.2_TC2_1,User enters incorrect first three letters of the Identification Number on their member ID card,"User is directed to an Error page which has a label named “Error” and also has a label below the first label named “Error”, “Error! Your search did not return any results.” Also has a hyperlink which says “Go back and retry your search.” ",BRD-54/BC_BS_1.2_F4,"User is directed to an Error page which has a label named “Error” and also has a label below the first label named “Error”, “Error! Your search did not return any results.” Also has a hyperlink which says “Go back and retry your search.” ",component-2,1007,1056,Member ,Member_ID,User must be a Member. ,Member ,"Member_ID,exists,Error","Member_ID,exists,Error","Member_ID='M96487722', Exist='Yes',Error=""Invalid Member""",1055
Member,Omni,p12345,BRD-54/BC_BS_1.2,Allow the ability for current members to access their account,BRD-54/BC_BS_1.2_TC2,Allow the ability for current Members to access their account/s. ,Allow the ability for current Members to access their account/s. ,BRD-54/BC_BS_1.2_TC2_2,User enters incorrect username or password. , User is directed to a Login Help page and gets an error message which says “Your User Name and/or Password is invalid.” Error message is in the color red. ,BRD-54/BC_BS_1.2_F4, User is directed to a Login Help page and gets an error message which says “Your User Name and/or Password is invalid.” Error message is in the color red. ,component-2,1007,1057,Member ,"Username,Password,Member_ID","Username,Password,Member_ID",Member ,"Username,Password,Member_ID,exists,error","Username,Password,Member_ID,exists,error","Username=""A1234"",Password=""A3&456*f"",Member_ID='M96487722', Exist='Yes',Error=""Invalid Member""",1056
Member,Omni,p12345,BRD-54/BC_BS_1.2,Allow the ability for current members to access their account,BRD-54/BC_BS_1.2_TC2,Allow the ability for current Members to access their account/s. ,Allow the ability for current Members to access their account/s. ,BRD-54/BC_BS_1.2_TC2_3,User doesn’t enter any characters in username. , “Please enter a username.” Error message is in the color red,BRD-54/BC_BS_1.2_F5,User gets an immediate error message on the dropdown menu where they are attempting the Login which says “Please enter a username.” Error message is in the color red,component-5,1005,1058,Member ,"Username,Member_ID","Username,Member_ID",Member ,"Username,Password,Member_ID,exists,error","Username,Password,Member_ID,exists,error","Username=""A1234"",Password=""A3&456*f"",Member_ID='M96487722', Exist='Yes',Error=""Invalid Member""",1056
Member,Omni,p12345,BRD-54/BC_BS_1.2,Allow the ability for current members to access their account,BRD-54/BC_BS_1.2_TC2,Allow the ability for current Members to access their account/s. ,Allow the ability for current Members to access their account/s. ,BRD-54/BC_BS_1.2_TC2_4,User doesn’t enter any characters in password. ,User gets an immediate error message on the dropdown menu where they are attempting the Login which says “Please enter a password.” Error message is in the color red. ,BRD-54/BC_BS_1.2_F5,User gets an immediate error message on the dropdown menu where they are attempting the Login which says “Please enter a password.” Error message is in the color red. ,component-7,1010,1059,Member ,"Password,Member_ID","Password,Member_ID",Member ,"Username,Password,Member_ID,exists,error","Username,Password,Member_ID,exists,error","Username=""A1234"",Password=""A3&456*f"",Member_ID='M96487722', Exist='Yes',Error=""Invalid Member""",1056
Member,Omni,p12345,CSR Rewrite/CSR 11,Customer Support Representative (CSR) should be able to view the primary Care physician assigned to the called-in member in the system,CSR Rewrite/CSR1_TC_15,Validate CSR can view Primary Care Physician Assigned to Member,Validate CSR can view Primary Care Physician Assigned to Member,CSR Rewrite/CSR1_TC_15_7,CSR Clicks the Primary Care Physician Tab,"Primary Care Physician Screen should be displayed with the already assigned Primary Care Phsician details like Dr Name, Associated Hospital, Address, NPI/TIN/Pin Number, PCP effective date, Provider Flags along with the 'Change PCP' Button",CSR Rewrite/CSR 11_F1,Primary Care Physician (PCP),component-2,1007,1064,Member PCP,,HIPAA validation,,,"CSR, Member, Demographics",None,
Member,Omni,p12345,CSR Rewrite/CSR 11,Customer Support Representative (CSR) should be able to view the primary Care physician assigned to the called-in member in the system,CSR Rewrite/CSR1_TC_15_a,Validate CSR can see only the Add PCP button,Validate CSR can see only the Add PCP button when there is no PCP assigned to the member in file,CSR Rewrite/CSR1_TC_15_a_7,CSR Clicks the Primary Care Physician Tab,"Primary Care Physician Screen should be displayed with  message ""No PCP Assigned yet"" and 'Add PCP' Button",CSR Rewrite/CSR 11_F1,Primary Care Physician (PCP),component-5,1005,1064,Member PCP,,HIPAA validation,,,"CSR, Member, Demographics",None,
Member,Omni,p12345,CSR Rewrite/CSR 12,"Customer Support Representative (CSR) should be able to change the primary Care physician for the called-in member in the system. Customer Support Representative (CSR) should be able to search for primary care physician record based on the Member's plan, zip code they live and check with member over the phone for PCP to select",CSR Rewrite/CSR1_TC_16,Validate CSR can assign the PCP for the member,"Validate CSR can assign the PCP for the member based on the Zipe code, member preference",CSR Rewrite/CSR1_TC_16_7,CSR Clicks the Primary Care Physician Tab,"Primary Care Physician Screen should be displayed with  message ""No PCP Assigned yet"" and 'Add PCP' Button",CSR Rewrite/CSR 12_F1,Update Primary Care Physician (PCP),component-1,1008,1064,Member PCP,,HIPAA validation,,,"CSR, Member, Demographics, PCP",None,
Member,Omni,p12345,CSR Rewrite/CSR 12,"Customer Support Representative (CSR) should be able to change the primary Care physician for the called-in member in the system. Customer Support Representative (CSR) should be able to search for primary care physician record based on the Member's plan, zip code they live and check with member over the phone for PCP to select",CSR Rewrite/CSR1_TC_16,Validate CSR can assign the PCP for the member,"Validate CSR can assign the PCP for the member based on the Zipe code, member preference",CSR Rewrite/CSR1_TC_16_10,CSR review the discuss about the List and Select one of the privider and select submit,"System process the transaction and display the acknowledge message ""PCP assignment submitted, will be reflected in the system in 1 working day""",CSR Rewrite/CSR 12_F1,Update Primary Care Physician (PCP),component-8,1009,1064,Member PCP,,Primary Care Physician (PCP),,,"CSR, Member, Demographics, PCP, Provider search",None,
Member,Omni,p12345,CSR Rewrite/CSR 16,Customer Support Representative (CSR) should be able to Warm transfer the call to clinician support number when the called-in member has Gap in their care and member willing to setup the follow up discussion with the clinician,CSR Rewrite/CSR1_TC_21,Validate CSR can view the Care Gaps  and Warm transfer the call to Clinician ,Validate CSR can view the Care Gaps through search field and Warm transfer the call to Clinician specialist,CSR Rewrite/CSR1_TC_21_11,CSR cliks the Contact history icon from the Menu,CSR can see the recent call history is updated with the Warm call transfer details,CSR Rewrite/CSR 16_F3,Contact Details,component-7,1010,1066,"Member, Contact Details",,Warm Transfer,,,"CSR, Member, Care Gaps, Clinician, Warmtransfer, Contact Details",None,
Member,Omni,p12345,BRD-54/BC_BS_1.3,Allow users to find a doctor or hospital that Blue Cross Blue Shield covers. ,BRD-54/BC_BS_1.3_TC2,Allow users to find a doctor or hospital that Blue Cross Blue Shield covers,Allow users to find a doctor or hospital that Blue Cross Blue Shield covers,BRD-54/BC_BS_1.3_TC2_1,User clicks on for list of In network doctors,Validate Doctors,BRD-54/BC_BS_1.3_F2,Check Doctors in network ,component-8,1009,1061,Network Doctor,Doctor_ID,Validate Doctors in network,Network Doctor,Doctor_ID,"Network Doctor,Doctor_ID","Network Hospital=""yes"",Doctor_ID""1234567891""",1058
Member,Omni,p12345,BRD-54/BC_BS_1.3,Allow users to find a doctor or hospital that Blue Cross Blue Shield covers. ,BRD-54/BC_BS_1.3_TC2,Allow users to find a doctor or hospital that Blue Cross Blue Shield covers,Allow users to find a doctor or hospital that Blue Cross Blue Shield covers,BRD-54/BC_BS_1.3_TC2_2,User searches whether Doctor is in network,Validate Doctors,BRD-54/BC_BS_1.3_F2,Check Doctors in network ,component-10,1002,1061,Network Doctor,Doctor_ID,Validate Doctors in network,Network Doctor,Doctor_ID,"Network Doctor,Doctor_ID","Network Hospital=""yes"",Doctor_ID""1234567891""",1058
Member,Omni,p12345,BRD-54/BC_BS_1.3,Allow users to find a doctor or hospital that Blue Cross Blue Shield covers. ,BRD-54/BC_BS_1.3_TC1,Allow users to find a doctor or hospital that Blue Cross Blue Shield covers,Allow users to find a doctor or hospital that Blue Cross Blue Shield covers,BRD-54/BC_BS_1.3_TC1_1,User clicks on for list of In network hospitals,Validate Hospitals,BRD-54/BC_BS_1.3_F1,Check Hospitals in network ,component-2,1007,1060,Network Hospital,Hospital_ID,Validate Hospitals in network,Network Hospital,Hospital_ID,"Network Hospital,Hospital_ID","Network Hospital=""yes"",Hospital_ID""1234567891""",1057
Member,Omni,p12345,BRD-54/BC_BS_1.3,Allow users to find a doctor or hospital that Blue Cross Blue Shield covers. ,BRD-54/BC_BS_1.3_TC1,Allow users to find a doctor or hospital that Blue Cross Blue Shield covers,Allow users to find a doctor or hospital that Blue Cross Blue Shield covers,BRD-54/BC_BS_1.3_TC1_2,User searches whether Hospital is in network,Validate Hospitals,'BRD-54/BC_BS_1.3_F1,Check Hospitalsin network ,component-9,1003,1060,Network Hospital,Hospital_ID,Validate Hospitals in network,Network Hospital,Hospital_ID,"Network Hospital,Hospital_ID","Network Hospital=""yes"",Hospital_ID""1234567891""",1057
Member,Omni,p12345,BRD_01/HF_RD1.1,"Patients can make appointments, via the Administrator, with a particular Doctor, date and time.  An appointment can include multiple Patients.",BRD_01/HF_RD1.1_TC1,Book Appointment,when the user selects the Book Appointment menu,BRD_01/HF_RD1.1_TC1_1,The use case begins when the user selects the Book Appointment menu,Appointment' form is displayed,BRD_01/HF_RD1.1_F1,Book Appointment functionality,component-4,1001,,None,,The User is logged in and at the main menu,,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.1,"Patients can make appointments, via the Administrator, with a particular Doctor, date and time.  An appointment can include multiple Patients.",BRD_01/HF_RD1.1_TC1,Book Appointment,when the user selects the Book Appointment menu,BRD_01/HF_RD1.1_TC1_7,The user can scroll up and down the page.,Scroll the form Up and down for filling,BRD_01/HF_RD1.1_F1,Book Appointment functionality,component-5,1005,,None,,The User is logged in and at the main menu,,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.1,"Patients can make appointments, via the Administrator, with a particular Doctor, date and time.  An appointment can include multiple Patients.",BRD_01/HF_RD1.1_TC1,Book Appointment,when the user selects the Book Appointment menu,BRD_01/HF_RD1.1_TC1_8,"The user can erase or add names to the page at the time desired, in the format: Last, First Initial.  Multiple names can be included at one appointment time.","Clear the fileds, add names in particular format and add multiple names option",BRD_01/HF_RD1.1_F1,Book Appointment functionality,component-5,1005,,None,,The User is logged in and at the main menu,,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.4,Determine Health Plan Eligibility,BRD_01/HF_RD1.4_TC1,Determine Health Plan Eligibility,Patient Plan Management,BRD_01/HF_RD1.4_TC1_1,The use case begins when the user selects the tab: Patient Plan Management.,Display Patient Plan Management,BRD_01/HF_RD1.4_F1,Patient Plan Management functionality,component-8,1009,,None,,"The user has retrieved a Patient record.  If the Patient is a member of a health plan, the Patient Plan Management tab exists.",,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.4,Determine Health Plan Eligibility,BRD_01/HF_RD1.4_TC1,Determine Health Plan Eligibility,Patient Plan Management,BRD_01/HF_RD1.4_TC1_2,The user selects the link: Determine Health Plan Eligibility,Health Plan Eligibility,BRD_01/HF_RD1.4_F2,Health Plan Functionality,component-1,1008,,None,,"The user has retrieved a Patient record.  If the Patient is a member of a health plan, the Patient Plan Management tab exists.",,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.4,Determine Health Plan Eligibility,BRD_01/HF_RD1.4_TC1,Determine Health Plan Eligibility,Patient Plan Management,BRD_01/HF_RD1.4_TC1_3,The system requests information from the Health Plan automatically,Display Health Plan,BRD_01/HF_RD1.4_F2,Health Plan Functionality,component-4,1001,,None,,"The user has retrieved a Patient record.  If the Patient is a member of a health plan, the Patient Plan Management tab exists.",,,,DOB,1007
Member,Omni,p12345,BRD_01/HF_RD1.4,Determine Health Plan Eligibility,BRD_01/HF_RD1.4_TC1,Determine Health Plan Eligibility,Patient Plan Management,BRD_01/HF_RD1.4_TC1_4,"The system brings up the Health Plan Eligibility Form,displaying information for maximum benefit, co-pay, deductible, and information about specific procedures: procedure type, coverage dates, maximum coverage, co-pay, non-covered amounts","Displaying information for maximum benefit, co-pay, deductible, and information about specific procedures: procedure type, coverage dates, maximum coverage, co-pay, non-covered amounts",BRD_01/HF_RD1.4_F2,Health Plan Functionality,component-5,1005,,None,,"The user has retrieved a Patient record.  If the Patient is a member of a health plan, the Patient Plan Management tab exists.",,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.4,Determine Health Plan Eligibility,BRD_01/HF_RD1.4_TC1,Determine Health Plan Eligibility,Patient Plan Management,BRD_01/HF_RD1.4_TC1_5,"If the user selects more information on Exclusions, In-Plan Benefits, Out-of-Plan Benefits, or Coordination of Benefits by selecting the appropriate link.",Displays a popup with the requested information,BRD_01/HF_RD1.4_F2,Health Plan Functionality,component-5,1005,,None,,"The user has retrieved a Patient record.  If the Patient is a member of a health plan, the Patient Plan Management tab exists.",,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.5,Treat Patient,BRD_01/HF_RD1.5_TC1,Patient Treatment,Patient Medical Information ,BRD_01/HF_RD1.5_TC1_1,The use case begins when the user selects the Patient Medical Information form,Display  Patient Medical Information form,BRD_01/HF_RD1.5_F1,Patient Medical Information,component-2,1007,,None,,The Patient record has been selected,,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.5,Treat Patient,BRD_01/HF_RD1.5_TC1,Patient Treatment,Patient Medical Information ,BRD_01/HF_RD1.5_TC1_2,"The system displays all information currently available for the Patient, including for Prescriptions, Treatment Notes, and Lab Reports.","Displays all information currently available for the Patient, including for Prescriptions, Treatment Notes, and Lab Reports.",BRD_01/HF_RD1.5_F1,Patient Medical Information,component-8,1009,,None,,The Patient record has been selected,,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.5,Treat Patient,BRD_01/HF_RD1.5_TC2,Prescription,For each new Prescription,BRD_01/HF_RD1.5_TC2_1,The user selects New next to the Prescriptions,Display Prescription form,BRD_01/HF_RD1.5_F2,Prescription functionality,component-1,1008,,None,,The Patient record has been selected,,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.5,Treat Patient,BRD_01/HF_RD1.5_TC2,Prescription,For each new Prescription,BRD_01/HF_RD1.5_TC2_2,"The system displays a popup menu requesting Prescription name, start and stop date, dosage, and comments.",Display Prescription form,BRD_01/HF_RD1.5_F2,Prescription functionality,component-10,1002,,None,,The Patient record has been selected,,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.5,Treat Patient,BRD_01/HF_RD1.5_TC3,Treatment Note,For each new Treatment Note,BRD_01/HF_RD1.5_TC3_1,The user selects New next to the Treatment Notes,Display treatment form,BRD_01/HF_RD1.5_F3,Treatment functionality,component-3,1004,,None,,The Patient record has been selected,,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.5,Treat Patient,BRD_01/HF_RD1.5_TC3,Treatment Note,For each new Treatment Note,BRD_01/HF_RD1.5_TC3_2,The system displays a popup menu requesting notes.,Display treatment form,BRD_01/HF_RD1.5_F3,Treatment functionality,component-7,1010,,None,,The Patient record has been selected,,,,Impact_Column,1009
Member,Omni,p12345,BRD_01/HF_RD1.5,Treat Patient,BRD_01/HF_RD1.5_TC4, Lab Report,For each new Lab Report,BRD_01/HF_RD1.5_TC4_1,The user selects New next to the Lab Reports,Update New Lab report,BRD_01/HF_RD1.5_F4,Lab report functionality,component-7,1010,,None,,The Patient record has been selected,,,,"Marital,Spouse coverage ,Spouse Gender,Spouse DOB",1011
Member,Omni,p12345,BRD_01/HF_RD1.5,Treat Patient,BRD_01/HF_RD1.5_TC4, Lab Report,For each new Lab Report,BRD_01/HF_RD1.5_TC4_2,The system displays a popup menu requesting location of a file or a button to scan.,File Dialog box opens for selecting the file,BRD_01/HF_RD1.5_F4,Lab report functionality,component-3,1004,,None,,The Patient record has been selected,,,,"Marital,Spouse coverage ,Spouse Gender,Spouse DOB",1011
Member,Omni,p12345,BRD_01/HF_RD1.5,Treat Patient,BRD_01/HF_RD1.5_TC4, Lab Report,For each new Lab Report,BRD_01/HF_RD1.5_TC4_3,The user either provides a directory and file name or puts a copy of the report on the scanner and presses Scan,Select file or folder,BRD_01/HF_RD1.5_F4,Lab report functionality,component-4,1001,,None,,The Patient record has been selected,,,,"Marital,Children coverage,Max no of Childrens covered",1012
Member,Omni,p12345,BRD_01/HF_RD1.5,Treat Patient,BRD_01/HF_RD1.5_TC4, Lab Report,For each new Lab Report,BRD_01/HF_RD1.5_TC4_4,The file is scanned if necessary and attached.,message upload success full or un successful on Upload,BRD_01/HF_RD1.5_F4,Lab report functionality,component-5,1005,,None,,The Patient record has been selected,,,,Effective date,1013
Member,Omni,p12345,BRD_01/HF_RD1.5,Treat Patient,BRD_01/HF_RD1.5_TC4, Lab Report,For each new Lab Report,BRD_01/HF_RD1.5_TC4_5,The system displays the date and name of the lab report on the main form.,Displays the new lab report information on the main form.,BRD_01/HF_RD1.5_F4,Lab report functionality,component-3,1004,,None,,The Patient record has been selected,,,,"Country ,Zipcode",1014
Member,Omni,p12345,BRD_01/HF_RD1.5,Treat Patient,BRD_01/HF_RD1.5_TC4, Lab Report,For each new Lab Report,BRD_01/HF_RD1.5_TC4_6,The system will display a form to edit the information.,display a form to edit the information.,BRD_01/HF_RD1.5_F4,Lab report functionality,component-2,1007,,None,,The Patient record has been selected,,,,"Policy,plan",1015
Member,Omni,p12345,BRD_01/HF_RD1.6,Charge Patient,BRD_01/HF_RD1.6_TC1,Patient Information and Patient Bill Management,Patient Bill Management,BRD_01/HF_RD1.6_TC1_1,The use case begins when the user selects the tab: Patient Bill Management.,Patient Bill Management display,BRD_01/HF_RD1.6_F1,Lab report functionality,component-4,1001,,None,,"The user has retrieved a Patient record.  If the Patient is a member of a health plan, the Patient Plan Management tab exists.",,,,"Policy,plan",1015
Member,Omni,p12345,BRD_01/HF_RD1.6,Charge Patient,BRD_01/HF_RD1.6_TC2,Patient Information and Patient Bill Management,For each Health Care Claim,BRD_01/HF_RD1.6_TC2_1,The user selects New ,Display Health Care Claim,BRD_01/HF_RD1.6_F2,Health Care Payment Functionality,component-9,1003,,None,,"The user has retrieved a Patient record.  If the Patient is a member of a health plan, the Patient Plan Management tab exists.",,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.6,Charge Patient,BRD_01/HF_RD1.6_TC2,Patient Information and Patient Bill Management,For each Health Care Claim,BRD_01/HF_RD1.6_TC2_2,"The system creates a popup window requesting diagnosis, service provided, price, and any notes.  ",,BRD_01/HF_RD1.6_F2,Health Care Payment Functionality,component-5,1005,,None,,"The user has retrieved a Patient record.  If the Patient is a member of a health plan, the Patient Plan Management tab exists.",,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.6,Charge Patient,BRD_01/HF_RD1.6_TC2,Patient Information and Patient Bill Management,For each Health Care Claim,BRD_01/HF_RD1.6_TC2_3,The user minimally enters the diagnosis and service provided and selects Add, Diagnosis and service,BRD_01/HF_RD1.6_F2,Health Care Payment Functionality,component-6,1006,,None,,"The user has retrieved a Patient record.  If the Patient is a member of a health plan, the Patient Plan Management tab exists.",,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.6,Charge Patient,BRD_01/HF_RD1.6_TC2,Patient Information and Patient Bill Management,For each Health Care Claim,BRD_01/HF_RD1.6_TC2_4,The system displays the new item on the Health Care Payment Form.,Shows the New items information,BRD_01/HF_RD1.6_F2,Health Care Payment Functionality,component-6,1006,,None,,"The user has retrieved a Patient record.  If the Patient is a member of a health plan, the Patient Plan Management tab exists.",,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.6,Charge Patient,BRD_01/HF_RD1.6_TC3,Patient Information and Patient Bill Management,Print  bill,BRD_01/HF_RD1.6_TC3_1,The user selects the Print button to print a bill,Print option ,BRD_01/HF_RD1.6_F2,Health Care Payment Functionality,component-1,1008,,None,,"The user has retrieved a Patient record.  If the Patient is a member of a health plan, the Patient Plan Management tab exists.",,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.7,Submit Health Care Claim,BRD_01/HF_RD1.7_TC1,Health Care Claim,Patient Plan Management,BRD_01/HF_RD1.7_TC1_1,The use case begins when the user selects the tab: Patient Plan Management,display Patient Plan Management,BRD_01/HF_RD1.7_F1,Patient Plan Management functionality,component-2,1007,,None,,"The user has retrieved a Patient record.  If the Patient is a member of a health plan, the Patient Plan Management tab exists.",,,,None,
Member,Omni,p12345,BRD_01/HF_RD1.8,Request Status on Care Claim,BRD_01/HF_RD1.8_TC1,Claim Details and Status,Check Claim status in Patient Plan Management,BRD_01/HF_RD1.8_TC1_1,The use case begins when the user selects the tab: Patient Plan Management.,Claim status in Patient Plan Management,BRD_01/HF_RD1.8_F1,Patient Plan Management functionality,component-9,1003,,None,,The use case begins when the user selects the tab: Patient Plan Management.,,,,None,
Member,Omni,p12345,BRD_01/OHRM_1.13,Upload Image ,BRD_01/OHRM_1.13_TC4,"Validate if the user can upload a picture from the site of the format (jpg, png, gif )",Check the upload of a JPG format image,BRD_01/OHRM_1.13_TC4_1,Click on the photograph displayed at the top left corner of the page,"The ""Photograph screen"" will be displayed",BRD_01/OHRM_1.13_F1,upload a picture ,component-2,1007,,None,None,Check the upload of a PNG format image,Orange HRM 3.0 site is launched on a compatible browser and a ESS User account holder is logged in to the site. A doc file is available that is less than 1 MB,,,None,
Member,Omni,p12345,BRD_01/OHRM_1.13,Upload Image ,BRD_01/OHRM_1.13_TC4,"Validate if the user can upload a picture from the site of the format (jpg, png, gif )",Check the upload of a JPG format image,BRD_01/OHRM_1.13_TC4_2,"Click on ""Choose a file"" button",You will be able to browse your local machine for images,BRD_01/OHRM_1.13_F1,upload a picture ,component-1,1008,,None,None,Check the upload of a PNG format image,Orange HRM 3.0 site is launched on a compatible browser and a ESS User account holder is logged in to the site. A doc file is available that is less than 1 MB,,,None,
